171;s;1991 Bruxelles (BEL);Jose Maria;Rojano;;Spain;Swimming;100m Freestyle (boys);bronze;Time (ms);00:00:55:600;3
172;s;1991 Bruxelles (BEL);Marie ;Ulves;;Sweden;Swimming;100m Freestyle (girl);gold;Time (ms);00:01:01:490;1
173;s;1991 Bruxelles (BEL);Virginie ;Delgrange;;France;Swimming;100m Freestyle (girl);silver;Time (ms);00:01:01:500;2
174;s;1991 Bruxelles (BEL);Anna ;Reichman;;Romania;Swimming;100m Freestyle (girl);bronze;Time (ms);00:01:01:550;3
175;s;1991 Bruxelles (BEL);Derya ;Buyukuncu;;Turkey;Swimming;200m Backstroke (boys);gold;Time (ms);00:02:05:640;1
176;s;1991 Bruxelles (BEL);Tomasz ;Piotrowski;;Poland;Swimming;200m Backstroke (boys);silver;Time (ms);00:02:11:910;2
177;s;1991 Bruxelles (BEL);Serguey ;Ostapchuk;;URSS;Swimming;200m Backstroke (boys);bronze;Time (ms);00:02:12:040;3
178;s;1991 Bruxelles (BEL);Marie-Helene ;Agostini;;France;Swimming;200m Backstroke (girl);gold;Time (ms);00:02:27:210;1
179;s;1991 Bruxelles (BEL);Petra ;Chaves;;Portugal;Swimming;200m Backstroke (girl);silver;Time (ms);00:02:28:140;2
180;s;1991 Bruxelles (BEL);Tatiana ;Litovchenko;;URSS;Swimming;200m Backstroke (girl);bronze;Time (ms);00:02:31:120;3
181;s;1991 Bruxelles (BEL);Andrew ;Ayres;;Great Britain;Swimming;200m Breaststroke (boys);gold;Time (ms);00:02:26:420;1
182;s;1991 Bruxelles (BEL);Fabio ;Farabegoli;;Italy;Swimming;200m Breaststroke (boys);silver;Time (ms);00.02.26.700;2
183;s;1991 Bruxelles (BEL);Andres ;Ivanov;;URSS;Swimming;200m Breaststroke (boys);bronze;Time (ms);00:02:28:220;3
184;s;1991 Bruxelles (BEL);Zusan ;Rolph;;Great Britain;Swimming;200m Breaststroke (girl);gold;Time (ms);00:02:45:810;1
185;s;1991 Bruxelles (BEL);Neus ;Coma;;Spain;Swimming;200m Breaststroke (girl);silver;Time (ms);00:02:46:310;2
186;s;1991 Bruxelles (BEL);Nadege ;Cliton;;France;Swimming;200m Breaststroke (girl);bronze;Time (ms);00:02:47:750;3
187;s;1991 Bruxelles (BEL);Costantin ;Andrysyn;;URSS;Swimming;200m Butterfly (boys);gold;Time (ms);00:02:06:940;1
188;s;1991 Bruxelles (BEL);Paul ;Lafimer;;Great Britain;Swimming;200m Butterfly (boys);silver;Time (ms);00:02:11:480;2
189;s;1991 Bruxelles (BEL);David ;Abrard;;France;Swimming;200m Butterfly (boys);bronze;Time (ms);00:02:13:080;3
190;s;1991 Bruxelles (BEL);Zusan ;Rolph;;Great Britain;Swimming;200m Butterfly (girl);gold;Time (ms);00:02:26:210;1
191;s;1991 Bruxelles (BEL);Cristina Elena;Vintilia;;Romania;Swimming;200m Butterfly (girl);silver;Time (ms);00:02:28:130;2
192;s;1991 Bruxelles (BEL);Ana ;Barda;;Spain;Swimming;200m Butterfly (girl);bronze;Time (ms);00:02:29:320;3
193;s;1991 Bruxelles (BEL);Mariska ;Van Harn;;Netherlands;Swimming;200m Individual Medley (girl);gold;Time (ms);00:02:29:070;1
194;s;1991 Bruxelles (BEL);Annette ;Prechtl;;Austria;Swimming;200m Individual Medley (girl);silver;Time (ms);00:02:29:380;2
195;s;1991 Bruxelles (BEL);Nathalie ;Virgel;;France;Swimming;200m Individual Medley (girl);bronze;Time (ms);00:02:29:510;3
196;s;1991 Bruxelles (BEL);Petr ;Kratochvil;;TCH;Swimming;200m Individual Medly (boys);gold;Time (ms);00:02:11:760;1
197;s;1991 Bruxelles (BEL);Ruben ;Rodriguez;;Spain;Swimming;200m Individual Medly (boys);silver;Time (ms);00:02:16:090;2
198;s;1991 Bruxelles (BEL);George ;Doru Stirbei;;Romania;Swimming;200m Individual Medly (boys);bronze;Time (ms);00:02:18:040;3
199;s;1991 Bruxelles (BEL);Jerome ;Schembri;;France;Swimming;400m Freestyle (boys);gold;Time (ms);00:04:06:760;1
200;s;1991 Bruxelles (BEL);Petr ;Kratochvil;;TCH;Swimming;400m Freestyle (boys);silver;Time (ms);00:04:07:620;2
201;s;1991 Bruxelles (BEL);Alessandro ;Berti;;Italy;Swimming;400m Freestyle (boys);bronze;Time (ms);00:04:12:110;3
